construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	multiple	ex	k.4
3627	cut	cap	first	R-MAT.50.25.92.gexf	50	565	3	2	[22, 22, 22, 22]	82	51	51.0	inf	352	0	0	0	0	[82.0, 51.0]	R-MAT	50	25	92	gexf
3628	cut	cap	first	R-MAT.50.25.92.gexf	50	565	5	3	[22, 22, 22, 22]	82	39	39.0	inf	512	0	0	0	0	[82.0, 39.0]	R-MAT	50	25	92	gexf
3629	cut	cap	first	R-MAT.50.25.92.gexf	50	565	10	4	[22, 22, 22, 22]	82	19	19.0	inf	1249	0	0	0	0	[82.0, 19.0]	R-MAT	50	25	92	gexf
3631	cut	cap	first	R-MAT.50.5.93.gexf	50	185	2	1	[6, 6, 6, 6]	7	4	4.0	inf	5264	0	0	0	0	[7.0, 4.0]	R-MAT	50	5	93	gexf
3632	cut	cap	first	R-MAT.50.5.93.gexf	50	185	3	2	[6, 6, 6, 6]	7	3	3.0	inf	5390	0	0	0	0	[7.0, 3.0]	R-MAT	50	5	93	gexf
3633	cut	cap	first	R-MAT.50.5.93.gexf	50	185	5	3	[6, 6, 6, 6]	7	1	1.0	inf	5681	0	0	0	0	[7.0, 1.0]	R-MAT	50	5	93	gexf
3636	cut	cap	first	R-MAT.50.10.93.gexf	50	337	2	1	[18, 18, 18, 18]	28	21	21.0	inf	2649	0	0	0	0	[28.0, 21.0]	R-MAT	50	10	93	gexf
3637	cut	cap	first	R-MAT.50.10.93.gexf	50	337	3	2	[18, 18, 18, 18]	28	18	18.0	inf	1766	0	0	0	0	[28.0, 18.0]	R-MAT	50	10	93	gexf
3638	cut	cap	first	R-MAT.50.10.93.gexf	50	337	5	3	[18, 18, 18, 18]	28	14	14.0	inf	1889	0	0	0	0	[28.0, 14.0]	R-MAT	50	10	93	gexf
3639	cut	cap	first	R-MAT.50.10.93.gexf	50	337	10	4	[18, 18, 18, 18]	28	8	8.0	inf	3254	0	0	0	0	[28.0, 8.0]	R-MAT	50	10	93	gexf
3641	cut	cap	first	R-MAT.50.25.93.gexf	50	581	2	1	[23, 23, 23, 23]	93	63	63.0	inf	213	0	0	0	0	[93.0, 63.0]	R-MAT	50	25	93	gexf
3642	cut	cap	first	R-MAT.50.25.93.gexf	50	581	3	2	[23, 23, 23, 23]	93	54	54.0	inf	310	0	0	0	0	[93.0, 54.0]	R-MAT	50	25	93	gexf
3643	cut	cap	first	R-MAT.50.25.93.gexf	50	581	5	3	[23, 23, 23, 23]	93	41	41.0	inf	447	0	0	0	0	[93.0, 41.0]	R-MAT	50	25	93	gexf
3644	cut	cap	first	R-MAT.50.25.93.gexf	50	581	10	4	[23, 23, 23, 23]	93	22	22.0	inf	1202	0	0	0	0	[93.0, 22.0]	R-MAT	50	25	93	gexf
3646	cut	cap	first	R-MAT.50.5.94.gexf	50	197	2	1	[10, 10, 10, 10]	15	10	12.0	10.0	2501	2	0	0	0	[15.0, 12.0, 11.0, 10.0]	R-MAT	50	5	94	gexf
3647	cut	cap	first	R-MAT.50.5.94.gexf	50	197	3	2	[10, 10, 10, 10]	15	8	11.0	8.0	2613	2	0	0	0	[15.0, 11.0, 10.0, 8.0]	R-MAT	50	5	94	gexf
3648	cut	cap	first	R-MAT.50.5.94.gexf	50	197	5	3	[10, 10, 10, 10]	15	9	9.0	inf	4199	0	0	0	0	[15.0, 9.0]	R-MAT	50	5	94	gexf
3651	cut	cap	first	R-MAT.50.10.94.gexf	50	321	2	1	[14, 14, 14, 14]	23	16	16.0	inf	2745	0	0	0	0	[23.0, 16.0]	R-MAT	50	10	94	gexf
3652	cut	cap	first	R-MAT.50.10.94.gexf	50	321	3	2	[14, 14, 14, 14]	23	14	14.0	inf	2298	0	0	0	0	[23.0, 14.0]	R-MAT	50	10	94	gexf
3653	cut	cap	first	R-MAT.50.10.94.gexf	50	321	5	3	[14, 14, 14, 14]	23	10	11.0	10.0	2352	1	0	0	0	[23.0, 11.0, 10.0]	R-MAT	50	10	94	gexf
3654	cut	cap	first	R-MAT.50.10.94.gexf	50	321	10	4	[14, 14, 14, 14]	23	4	6.0	4.0	3303	2	0	0	0	[23.0, 6.0, 5.0, 4.0]	R-MAT	50	10	94	gexf
3656	cut	cap	first	R-MAT.50.25.94.gexf	50	565	2	1	[26, 26, 26, 26]	72	55	55.0	inf	400	0	0	0	0	[72.0, 55.0]	R-MAT	50	25	94	gexf
3657	cut	cap	first	R-MAT.50.25.94.gexf	50	565	3	2	[26, 26, 26, 26]	72	49	49.0	inf	460	0	0	0	0	[72.0, 49.0]	R-MAT	50	25	94	gexf
3658	cut	cap	first	R-MAT.50.25.94.gexf	50	565	5	3	[26, 26, 26, 26]	72	40	40.0	inf	838	0	0	0	0	[72.0, 40.0]	R-MAT	50	25	94	gexf
3659	cut	cap	first	R-MAT.50.25.94.gexf	50	565	10	4	[26, 26, 26, 26]	72	22	22.0	inf	1520	0	0	0	0	[72.0, 22.0]	R-MAT	50	25	94	gexf
3661	cut	cap	first	R-MAT.50.5.95.gexf	50	187	2	1	[7, 7, 7, 7]	12	7	7.0	inf	3152	0	0	0	0	[12.0, 7.0]	R-MAT	50	5	95	gexf
3662	cut	cap	first	R-MAT.50.5.95.gexf	50	187	3	2	[7, 7, 7, 7]	12	5	5.0	inf	3955	0	0	0	0	[12.0, 5.0]	R-MAT	50	5	95	gexf
3663	cut	cap	first	R-MAT.50.5.95.gexf	50	187	5	3	[7, 7, 7, 7]	12	3	3.0	inf	5450	0	0	0	0	[12.0, 3.0]	R-MAT	50	5	95	gexf
3666	cut	cap	first	R-MAT.50.10.95.gexf	50	324	2	1	[16, 16, 16, 16]	23	16	16.0	inf	1828	0	0	0	0	[23.0, 16.0]	R-MAT	50	10	95	gexf
3667	cut	cap	first	R-MAT.50.10.95.gexf	50	324	3	2	[16, 16, 16, 16]	23	14	14.0	inf	2825	0	0	0	0	[23.0, 14.0]	R-MAT	50	10	95	gexf
3668	cut	cap	first	R-MAT.50.10.95.gexf	50	324	5	3	[16, 16, 16, 16]	23	12	12.0	inf	2973	0	0	0	0	[23.0, 12.0]	R-MAT	50	10	95	gexf
3669	cut	cap	first	R-MAT.50.10.95.gexf	50	324	10	4	[16, 16, 16, 16]	23	7	7.0	inf	3196	0	0	0	0	[23.0, 7.0]	R-MAT	50	10	95	gexf
3671	cut	cap	first	R-MAT.50.25.95.gexf	50	573	2	1	[27, 27, 27, 27]	71	52	52.0	inf	1670	0	0	0	0	[71.0, 52.0]	R-MAT	50	25	95	gexf
3672	cut	cap	first	R-MAT.50.25.95.gexf	50	573	3	2	[27, 27, 27, 27]	71	45	45.0	inf	459	0	0	0	0	[71.0, 45.0]	R-MAT	50	25	95	gexf
3673	cut	cap	first	R-MAT.50.25.95.gexf	50	573	5	3	[27, 27, 27, 27]	71	35	35.0	inf	548	0	0	0	0	[71.0, 35.0]	R-MAT	50	25	95	gexf
3674	cut	cap	first	R-MAT.50.25.95.gexf	50	573	10	4	[27, 27, 27, 27]	71	22	22.0	inf	1536	0	0	0	0	[71.0, 22.0]	R-MAT	50	25	95	gexf
3676	cut	cap	first	R-MAT.50.5.96.gexf	50	195	2	1	[7, 7, 7, 7]	7	5	5.0	inf	4991	0	0	0	0	[7.0, 5.0]	R-MAT	50	5	96	gexf
3677	cut	cap	first	R-MAT.50.5.96.gexf	50	195	3	2	[7, 7, 7, 7]	7	4	4.0	inf	5038	0	0	0	0	[7.0, 4.0]	R-MAT	50	5	96	gexf
3678	cut	cap	first	R-MAT.50.5.96.gexf	50	195	5	3	[7, 7, 7, 7]	7	2	2.0	inf	5213	0	0	0	0	[7.0, 2.0]	R-MAT	50	5	96	gexf
3681	cut	cap	first	R-MAT.50.10.96.gexf	50	330	2	1	[14, 14, 14, 14]	25	18	18.0	inf	1293	0	0	0	0	[25.0, 18.0]	R-MAT	50	10	96	gexf
3682	cut	cap	first	R-MAT.50.10.96.gexf	50	330	3	2	[14, 14, 14, 14]	25	15	15.0	inf	1320	0	0	0	0	[25.0, 15.0]	R-MAT	50	10	96	gexf
3683	cut	cap	first	R-MAT.50.10.96.gexf	50	330	5	3	[14, 14, 14, 14]	25	11	11.0	inf	2332	0	0	0	0	[25.0, 11.0]	R-MAT	50	10	96	gexf
3684	cut	cap	first	R-MAT.50.10.96.gexf	50	330	10	4	[14, 14, 14, 14]	25	5	5.0	inf	3354	0	0	0	0	[25.0, 5.0]	R-MAT	50	10	96	gexf
3686	cut	cap	first	R-MAT.50.25.96.gexf	50	563	2	1	[22, 22, 22, 22]	82	58	58.0	inf	351	0	0	0	0	[82.0, 58.0]	R-MAT	50	25	96	gexf
3687	cut	cap	first	R-MAT.50.25.96.gexf	50	563	3	2	[22, 22, 22, 22]	82	51	51.0	inf	1589	0	0	0	0	[82.0, 51.0]	R-MAT	50	25	96	gexf
3688	cut	cap	first	R-MAT.50.25.96.gexf	50	563	5	3	[22, 22, 22, 22]	82	40	40.0	inf	827	0	0	0	0	[82.0, 40.0]	R-MAT	50	25	96	gexf
3689	cut	cap	first	R-MAT.50.25.96.gexf	50	563	10	4	[22, 22, 22, 22]	82	20	22.0	20.0	908	1	0	0	0	[82.0, 22.0, 20.0]	R-MAT	50	25	96	gexf
3691	cut	cap	first	R-MAT.50.5.97.gexf	50	188	2	1	[8, 8, 8, 8]	8	6	6.0	inf	4799	0	0	0	0	[8.0, 6.0]	R-MAT	50	5	97	gexf
3692	cut	cap	first	R-MAT.50.5.97.gexf	50	188	3	2	[8, 8, 8, 8]	8	5	5.0	inf	4968	0	0	0	0	[8.0, 5.0]	R-MAT	50	5	97	gexf
3693	cut	cap	first	R-MAT.50.5.97.gexf	50	188	5	3	[8, 8, 8, 8]	8	3	3.0	inf	5297	0	0	0	0	[8.0, 3.0]	R-MAT	50	5	97	gexf
3696	cut	cap	first	R-MAT.50.10.97.gexf	50	320	2	1	[14, 14, 14, 14]	27	17	17.0	inf	1060	0	0	0	0	[27.0, 17.0]	R-MAT	50	10	97	gexf
3697	cut	cap	first	R-MAT.50.10.97.gexf	50	320	3	2	[14, 14, 14, 14]	27	15	15.0	inf	2775	0	0	0	0	[27.0, 15.0]	R-MAT	50	10	97	gexf
3698	cut	cap	first	R-MAT.50.10.97.gexf	50	320	5	3	[14, 14, 14, 14]	27	11	11.0	inf	2951	0	0	0	0	[27.0, 11.0]	R-MAT	50	10	97	gexf
3699	cut	cap	first	R-MAT.50.10.97.gexf	50	320	10	4	[14, 14, 14, 14]	27	5	5.0	inf	3393	0	0	0	0	[27.0, 5.0]	R-MAT	50	10	97	gexf
3701	cut	cap	first	R-MAT.50.25.97.gexf	50	581	2	1	[23, 23, 23, 23]	67	50	50.0	inf	1613	0	0	0	0	[67.0, 50.0]	R-MAT	50	25	97	gexf
3702	cut	cap	first	R-MAT.50.25.97.gexf	50	581	3	2	[23, 23, 23, 23]	67	44	44.0	inf	453	0	0	0	0	[67.0, 44.0]	R-MAT	50	25	97	gexf
3703	cut	cap	first	R-MAT.50.25.97.gexf	50	581	5	3	[23, 23, 23, 23]	67	36	36.0	inf	828	0	0	0	0	[67.0, 36.0]	R-MAT	50	25	97	gexf
3704	cut	cap	first	R-MAT.50.25.97.gexf	50	581	10	4	[23, 23, 23, 23]	67	18	18.0	inf	1021	0	0	0	0	[67.0, 18.0]	R-MAT	50	25	97	gexf
3706	cut	cap	first	R-MAT.50.5.98.gexf	50	191	2	1	[8, 8, 8, 8]	12	8	8.0	inf	3384	0	0	0	0	[12.0, 8.0]	R-MAT	50	5	98	gexf
3707	cut	cap	first	R-MAT.50.5.98.gexf	50	191	3	2	[8, 8, 8, 8]	12	6	7.0	6.0	3223	1	0	0	0	[12.0, 7.0, 6.0]	R-MAT	50	5	98	gexf
3708	cut	cap	first	R-MAT.50.5.98.gexf	50	191	5	3	[8, 8, 8, 8]	12	5	5.0	inf	4698	0	0	0	0	[12.0, 5.0]	R-MAT	50	5	98	gexf
3711	cut	cap	first	R-MAT.50.10.98.gexf	50	323	2	1	[13, 13, 13, 13]	23	18	18.0	inf	1786	0	0	0	0	[23.0, 18.0]	R-MAT	50	10	98	gexf
3712	cut	cap	first	R-MAT.50.10.98.gexf	50	323	3	2	[13, 13, 13, 13]	23	16	16.0	inf	1826	0	0	0	0	[23.0, 16.0]	R-MAT	50	10	98	gexf
3713	cut	cap	first	R-MAT.50.10.98.gexf	50	323	5	3	[13, 13, 13, 13]	23	12	12.0	inf	1928	0	0	0	0	[23.0, 12.0]	R-MAT	50	10	98	gexf
3714	cut	cap	first	R-MAT.50.10.98.gexf	50	323	10	4	[13, 13, 13, 13]	23	3	3.0	inf	3574	0	0	0	0	[23.0, 3.0]	R-MAT	50	10	98	gexf
3716	cut	cap	first	R-MAT.50.25.98.gexf	50	559	2	1	[26, 26, 26, 26]	81	64	64.0	inf	386	0	0	0	0	[81.0, 64.0]	R-MAT	50	25	98	gexf
3717	cut	cap	first	R-MAT.50.25.98.gexf	50	559	3	2	[26, 26, 26, 26]	81	59	59.0	inf	516	0	0	0	0	[81.0, 59.0]	R-MAT	50	25	98	gexf
3718	cut	cap	first	R-MAT.50.25.98.gexf	50	559	5	3	[26, 26, 26, 26]	81	49	49.0	inf	635	0	0	0	0	[81.0, 49.0]	R-MAT	50	25	98	gexf
3719	cut	cap	first	R-MAT.50.25.98.gexf	50	559	10	4	[26, 26, 26, 26]	81	30	31.0	30.0	889	1	0	0	0	[81.0, 31.0, 30.0]	R-MAT	50	25	98	gexf
3721	cut	cap	first	R-MAT.50.5.99.gexf	50	196	2	1	[6, 6, 6, 6]	7	4	5.0	4.0	4514	1	0	0	0	[7.0, 5.0, 4.0]	R-MAT	50	5	99	gexf
3722	cut	cap	first	R-MAT.50.5.99.gexf	50	196	3	2	[6, 6, 6, 6]	7	3	4.0	3.0	4819	1	0	0	0	[7.0, 4.0, 3.0]	R-MAT	50	5	99	gexf
3723	cut	cap	first	R-MAT.50.5.99.gexf	50	196	5	3	[6, 6, 6, 6]	7	2	2.0	inf	5253	0	0	0	0	[7.0, 2.0]	R-MAT	50	5	99	gexf
3726	cut	cap	first	R-MAT.50.10.99.gexf	50	319	2	1	[16, 16, 16, 16]	29	21	23.0	21.0	1336	1	0	0	0	[29.0, 23.0, 21.0]	R-MAT	50	10	99	gexf
3727	cut	cap	first	R-MAT.50.10.99.gexf	50	319	3	2	[16, 16, 16, 16]	29	18	21.0	18.0	1452	2	0	0	0	[29.0, 21.0, 20.0, 18.0]	R-MAT	50	10	99	gexf
3728	cut	cap	first	R-MAT.50.10.99.gexf	50	319	5	3	[16, 16, 16, 16]	29	16	17.0	16.0	2173	1	0	0	0	[29.0, 17.0, 16.0]	R-MAT	50	10	99	gexf
3729	cut	cap	first	R-MAT.50.10.99.gexf	50	319	10	4	[16, 16, 16, 16]	29	11	11.0	inf	3279	0	0	0	0	[29.0, 11.0]	R-MAT	50	10	99	gexf
3731	cut	cap	first	R-MAT.50.25.99.gexf	50	566	2	1	[23, 23, 23, 23]	76	53	53.0	inf	351	0	0	0	0	[76.0, 53.0]	R-MAT	50	25	99	gexf
3732	cut	cap	first	R-MAT.50.25.99.gexf	50	566	3	2	[23, 23, 23, 23]	76	47	47.0	inf	856	0	0	0	0	[76.0, 47.0]	R-MAT	50	25	99	gexf
3733	cut	cap	first	R-MAT.50.25.99.gexf	50	566	5	3	[23, 23, 23, 23]	76	36	36.0	inf	685	0	0	0	0	[76.0, 36.0]	R-MAT	50	25	99	gexf
3734	cut	cap	first	R-MAT.50.25.99.gexf	50	566	10	4	[23, 23, 23, 23]	76	18	18.0	inf	1082	0	0	0	0	[76.0, 18.0]	R-MAT	50	25	99	gexf
3736	cut	cap	first	R-MAT.50.5.100.gexf	50	201	2	1	[8, 8, 8, 8]	10	6	6.0	inf	3481	0	0	0	0	[10.0, 6.0]	R-MAT	50	5	100	gexf
3737	cut	cap	first	R-MAT.50.5.100.gexf	50	201	3	2	[8, 8, 8, 8]	10	5	5.0	inf	4721	0	0	0	0	[10.0, 5.0]	R-MAT	50	5	100	gexf
3738	cut	cap	first	R-MAT.50.5.100.gexf	50	201	5	3	[8, 8, 8, 8]	10	3	3.0	inf	4994	0	0	0	0	[10.0, 3.0]	R-MAT	50	5	100	gexf
3741	cut	cap	first	R-MAT.50.10.100.gexf	50	319	2	1	[17, 17, 17, 17]	33	24	24.0	inf	1063	0	0	0	0	[33.0, 24.0]	R-MAT	50	10	100	gexf
3742	cut	cap	first	R-MAT.50.10.100.gexf	50	319	3	2	[17, 17, 17, 17]	33	20	20.0	inf	1062	0	0	0	0	[33.0, 20.0]	R-MAT	50	10	100	gexf
3743	cut	cap	first	R-MAT.50.10.100.gexf	50	319	5	3	[17, 17, 17, 17]	33	14	16.0	14.0	1405	2	0	0	0	[33.0, 16.0, 15.0, 14.0]	R-MAT	50	10	100	gexf
3744	cut	cap	first	R-MAT.50.10.100.gexf	50	319	10	4	[17, 17, 17, 17]	33	10	11.0	10.0	3481	1	0	0	0	[33.0, 11.0, 10.0]	R-MAT	50	10	100	gexf
3746	cut	cap	first	R-MAT.50.25.100.gexf	50	579	2	1	[23, 23, 23, 23]	69	53	53.0	inf	444	0	0	0	0	[69.0, 53.0]	R-MAT	50	25	100	gexf
3747	cut	cap	first	R-MAT.50.25.100.gexf	50	579	3	2	[23, 23, 23, 23]	69	48	48.0	inf	625	0	0	0	0	[69.0, 48.0]	R-MAT	50	25	100	gexf
3748	cut	cap	first	R-MAT.50.25.100.gexf	50	579	5	3	[23, 23, 23, 23]	69	39	39.0	inf	648	0	0	0	0	[69.0, 39.0]	R-MAT	50	25	100	gexf
3749	cut	cap	first	R-MAT.50.25.100.gexf	50	579	10	4	[23, 23, 23, 23]	69	23	23.0	inf	1111	0	0	0	0	[69.0, 23.0]	R-MAT	50	25	100	gexf
3751	cut	cap	first	R-MAT.100.5.51.gexf	100	424	2	1	[11, 11, 11, 11]	14	9	9.0	inf	2232	0	0	0	0	[14.0, 9.0]	R-MAT	100	5	51	gexf
3752	cut	cap	first	R-MAT.100.5.51.gexf	100	424	3	2	[11, 11, 11, 11]	14	8	8.0	inf	2314	0	0	0	0	[14.0, 8.0]	R-MAT	100	5	51	gexf
3753	cut	cap	first	R-MAT.100.5.51.gexf	100	424	5	3	[11, 11, 11, 11]	14	6	6.0	inf	2383	0	0	0	0	[14.0, 6.0]	R-MAT	100	5	51	gexf
3754	cut	cap	first	R-MAT.100.5.51.gexf	100	424	10	4	[11, 11, 11, 11]	14	1	1.0	inf	2506	0	0	0	0	[14.0, 1.0]	R-MAT	100	5	51	gexf
3756	cut	cap	first	R-MAT.100.10.51.gexf	100	732	2	1	[24, 24, 24, 24]	50	35	35.0	inf	287	0	0	0	0	[50.0, 35.0]	R-MAT	100	10	51	gexf
3757	cut	cap	first	R-MAT.100.10.51.gexf	100	732	3	2	[24, 24, 24, 24]	50	31	31.0	inf	1275	0	0	0	0	[50.0, 31.0]	R-MAT	100	10	51	gexf
3758	cut	cap	first	R-MAT.100.10.51.gexf	100	732	5	3	[24, 24, 24, 24]	50	26	26.0	inf	822	0	0	0	0	[50.0, 26.0]	R-MAT	100	10	51	gexf
3759	cut	cap	first	R-MAT.100.10.51.gexf	100	732	10	4	[24, 24, 24, 24]	50	16	16.0	inf	885	0	0	0	0	[50.0, 16.0]	R-MAT	100	10	51	gexf
3761	cut	cap	first	R-MAT.100.25.51.gexf	100	1418	2	1	[43, 43, 43, 43]	117	98	98.0	inf	639	0	0	0	0	[117.0, 98.0]	R-MAT	100	25	51	gexf
3762	cut	cap	first	R-MAT.100.25.51.gexf	100	1418	3	2	[43, 43, 43, 43]	117	91	91.0	inf	160	0	0	0	0	[117.0, 91.0]	R-MAT	100	25	51	gexf
3763	cut	cap	first	R-MAT.100.25.51.gexf	100	1418	5	3	[43, 43, 43, 43]	117	78	78.0	inf	187	0	0	0	0	[117.0, 78.0]	R-MAT	100	25	51	gexf
3764	cut	cap	first	R-MAT.100.25.51.gexf	100	1418	10	4	[43, 43, 43, 43]	117	57	57.0	inf	355	0	0	0	0	[117.0, 57.0]	R-MAT	100	25	51	gexf
3766	cut	cap	first	R-MAT.100.5.52.gexf	100	413	2	1	[18, 18, 18, 18]	24	17	18.0	17.0	980	1	0	0	0	[24.0, 18.0, 17.0]	R-MAT	100	5	52	gexf
3767	cut	cap	first	R-MAT.100.5.52.gexf	100	413	3	2	[18, 18, 18, 18]	24	15	17.0	15.0	1328	1	0	0	0	[24.0, 17.0, 15.0]	R-MAT	100	5	52	gexf
3768	cut	cap	first	R-MAT.100.5.52.gexf	100	413	5	3	[18, 18, 18, 18]	24	13	15.0	13.0	2085	1	0	0	0	[24.0, 15.0, 13.0]	R-MAT	100	5	52	gexf
3769	cut	cap	first	R-MAT.100.5.52.gexf	100	413	10	4	[18, 18, 18, 18]	24	8	10.0	8.0	2241	1	0	0	0	[24.0, 10.0, 8.0]	R-MAT	100	5	52	gexf
3771	cut	cap	first	R-MAT.100.10.52.gexf	100	728	2	1	[23, 23, 23, 23]	49	37	37.0	inf	471	0	0	0	0	[49.0, 37.0]	R-MAT	100	10	52	gexf
3772	cut	cap	first	R-MAT.100.10.52.gexf	100	728	3	2	[23, 23, 23, 23]	49	33	33.0	inf	482	0	0	0	0	[49.0, 33.0]	R-MAT	100	10	52	gexf
3773	cut	cap	first	R-MAT.100.10.52.gexf	100	728	5	3	[23, 23, 23, 23]	49	27	27.0	inf	620	0	0	0	0	[49.0, 27.0]	R-MAT	100	10	52	gexf
3774	cut	cap	first	R-MAT.100.10.52.gexf	100	728	10	4	[23, 23, 23, 23]	49	17	17.0	inf	896	0	0	0	0	[49.0, 17.0]	R-MAT	100	10	52	gexf
3776	cut	cap	first	R-MAT.100.25.52.gexf	100	1393	2	1	[37, 37, 37, 37]	104	86	86.0	inf	224	0	0	0	0	[104.0, 86.0]	R-MAT	100	25	52	gexf
3777	cut	cap	first	R-MAT.100.25.52.gexf	100	1393	3	2	[37, 37, 37, 37]	104	79	79.0	inf	193	0	0	0	0	[104.0, 79.0]	R-MAT	100	25	52	gexf
3778	cut	cap	first	R-MAT.100.25.52.gexf	100	1393	5	3	[37, 37, 37, 37]	104	66	66.0	inf	276	0	0	0	0	[104.0, 66.0]	R-MAT	100	25	52	gexf
3779	cut	cap	first	R-MAT.100.25.52.gexf	100	1393	10	4	[37, 37, 37, 37]	104	45	45.0	inf	361	0	0	0	0	[104.0, 45.0]	R-MAT	100	25	52	gexf
3781	cut	cap	first	R-MAT.100.5.53.gexf	100	423	2	1	[19, 19, 19, 19]	30	22	22.0	inf	927	0	0	0	0	[30.0, 22.0]	R-MAT	100	5	53	gexf
3782	cut	cap	first	R-MAT.100.5.53.gexf	100	423	3	2	[19, 19, 19, 19]	30	19	19.0	inf	1283	0	0	0	0	[30.0, 19.0]	R-MAT	100	5	53	gexf
3783	cut	cap	first	R-MAT.100.5.53.gexf	100	423	5	3	[19, 19, 19, 19]	30	15	15.0	inf	1319	0	0	0	0	[30.0, 15.0]	R-MAT	100	5	53	gexf
3784	cut	cap	first	R-MAT.100.5.53.gexf	100	423	10	4	[19, 19, 19, 19]	30	10	10.0	inf	2221	0	0	0	0	[30.0, 10.0]	R-MAT	100	5	53	gexf
3786	cut	cap	first	R-MAT.100.10.53.gexf	100	714	2	1	[26, 26, 26, 26]	44	36	36.0	inf	719	0	0	0	0	[44.0, 36.0]	R-MAT	100	10	53	gexf
3787	cut	cap	first	R-MAT.100.10.53.gexf	100	714	3	2	[26, 26, 26, 26]	44	32	32.0	inf	620	0	0	0	0	[44.0, 32.0]	R-MAT	100	10	53	gexf
3788	cut	cap	first	R-MAT.100.10.53.gexf	100	714	5	3	[26, 26, 26, 26]	44	26	26.0	inf	636	0	0	0	0	[44.0, 26.0]	R-MAT	100	10	53	gexf
3789	cut	cap	first	R-MAT.100.10.53.gexf	100	714	10	4	[26, 26, 26, 26]	44	18	18.0	inf	1492	0	0	0	0	[44.0, 18.0]	R-MAT	100	10	53	gexf
3791	cut	cap	first	R-MAT.100.25.53.gexf	100	1405	2	1	[38, 38, 38, 38]	102	86	86.0	inf	152	0	0	0	0	[102.0, 86.0]	R-MAT	100	25	53	gexf
3792	cut	cap	first	R-MAT.100.25.53.gexf	100	1405	3	2	[38, 38, 38, 38]	102	79	79.0	inf	165	0	0	0	0	[102.0, 79.0]	R-MAT	100	25	53	gexf
3793	cut	cap	first	R-MAT.100.25.53.gexf	100	1405	5	3	[38, 38, 38, 38]	102	67	67.0	inf	309	0	0	0	0	[102.0, 67.0]	R-MAT	100	25	53	gexf
3794	cut	cap	first	R-MAT.100.25.53.gexf	100	1405	10	4	[38, 38, 38, 38]	102	46	46.0	inf	360	0	0	0	0	[102.0, 46.0]	R-MAT	100	25	53	gexf
3796	cut	cap	first	R-MAT.100.5.54.gexf	100	407	2	1	[18, 18, 18, 18]	25	20	20.0	inf	1268	0	0	0	0	[25.0, 20.0]	R-MAT	100	5	54	gexf
3797	cut	cap	first	R-MAT.100.5.54.gexf	100	407	3	2	[18, 18, 18, 18]	25	18	18.0	inf	1315	0	0	0	0	[25.0, 18.0]	R-MAT	100	5	54	gexf
3798	cut	cap	first	R-MAT.100.5.54.gexf	100	407	5	3	[18, 18, 18, 18]	25	14	14.0	inf	1351	0	0	0	0	[25.0, 14.0]	R-MAT	100	5	54	gexf
3799	cut	cap	first	R-MAT.100.5.54.gexf	100	407	10	4	[18, 18, 18, 18]	25	8	8.0	inf	2375	0	0	0	0	[25.0, 8.0]	R-MAT	100	5	54	gexf
3801	cut	cap	first	R-MAT.100.10.54.gexf	100	741	2	1	[27, 27, 27, 27]	43	35	35.0	inf	586	0	0	0	0	[43.0, 35.0]	R-MAT	100	10	54	gexf
3802	cut	cap	first	R-MAT.100.10.54.gexf	100	741	3	2	[27, 27, 27, 27]	43	32	32.0	inf	603	0	0	0	0	[43.0, 32.0]	R-MAT	100	10	54	gexf
3803	cut	cap	first	R-MAT.100.10.54.gexf	100	741	5	3	[27, 27, 27, 27]	43	27	27.0	inf	856	0	0	0	0	[43.0, 27.0]	R-MAT	100	10	54	gexf
3804	cut	cap	first	R-MAT.100.10.54.gexf	100	741	10	4	[27, 27, 27, 27]	43	18	18.0	inf	1446	0	0	0	0	[43.0, 18.0]	R-MAT	100	10	54	gexf
3806	cut	cap	first	R-MAT.100.25.54.gexf	100	1413	2	1	[35, 35, 35, 35]	100	75	75.0	inf	147	0	0	0	0	[100.0, 75.0]	R-MAT	100	25	54	gexf
3807	cut	cap	first	R-MAT.100.25.54.gexf	100	1413	3	2	[35, 35, 35, 35]	100	67	67.0	inf	704	0	0	0	0	[100.0, 67.0]	R-MAT	100	25	54	gexf
3808	cut	cap	first	R-MAT.100.25.54.gexf	100	1413	5	3	[35, 35, 35, 35]	100	57	57.0	inf	227	0	0	0	0	[100.0, 57.0]	R-MAT	100	25	54	gexf
3809	cut	cap	first	R-MAT.100.25.54.gexf	100	1413	10	4	[35, 35, 35, 35]	100	37	37.0	inf	505	0	0	0	0	[100.0, 37.0]	R-MAT	100	25	54	gexf
3811	cut	cap	first	R-MAT.100.5.55.gexf	100	419	2	1	[15, 15, 15, 15]	21	16	16.0	inf	1301	0	0	0	0	[21.0, 16.0]	R-MAT	100	5	55	gexf
3812	cut	cap	first	R-MAT.100.5.55.gexf	100	419	3	2	[15, 15, 15, 15]	21	14	14.0	inf	1593	0	0	0	0	[21.0, 14.0]	R-MAT	100	5	55	gexf
