construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	multiple	ex	k.4	mem	constant	best
3537	cut	cap	first	R-MAT.50.25.86.gexf	50	581	3	2	[22, 22, 22, 22]	69	41	41.0	inf	643	0	0	0	0	[69.0, 41.0]	R-MAT	50	25	86	gexf	69	1.68292682926829	0.5
3538	cut	cap	first	R-MAT.50.25.86.gexf	50	581	5	3	[22, 22, 22, 22]	69	31	31.0	inf	736	0	0	0	0	[69.0, 31.0]	R-MAT	50	25	86	gexf	69	2.2258064516129	0.5
3539	cut	cap	first	R-MAT.50.25.86.gexf	50	581	10	4	[22, 22, 22, 22]	69	17	17.0	inf	1507	0	0	0	0	[69.0, 17.0]	R-MAT	50	25	86	gexf	56.375	3.31617647058824	0.5
3541	cut	cap	first	R-MAT.50.5.87.gexf	50	202	2	1	[6, 6, 6, 6]	7	4	4.0	inf	5018	0	0	0	0	[7.0, 4.0]	R-MAT	50	5	87	gexf	7	1.75	0.5
3542	cut	cap	first	R-MAT.50.5.87.gexf	50	202	3	2	[6, 6, 6, 6]	7	3	3.0	inf	5120	0	0	0	0	[7.0, 3.0]	R-MAT	50	5	87	gexf	6.66666666666667	2.22222222222222	0.5
3543	cut	cap	first	R-MAT.50.5.87.gexf	50	202	5	3	[6, 6, 6, 6]	7	1	1.0	inf	5301	0	0	0	0	[7.0, 1.0]	R-MAT	50	5	87	gexf	6	6	0.5
3546	cut	cap	first	R-MAT.50.10.87.gexf	50	318	2	1	[15, 15, 15, 15]	22	17	17.0	inf	2748	0	0	0	0	[22.0, 17.0]	R-MAT	50	10	87	gexf	22	1.29411764705882	0.5
3547	cut	cap	first	R-MAT.50.10.87.gexf	50	318	3	2	[15, 15, 15, 15]	22	16	16.0	inf	2816	0	0	0	0	[22.0, 16.0]	R-MAT	50	10	87	gexf	22	1.375	0
3548	cut	cap	first	R-MAT.50.10.87.gexf	50	318	5	3	[15, 15, 15, 15]	22	14	14.0	inf	2940	0	0	0	0	[22.0, 14.0]	R-MAT	50	10	87	gexf	22	1.57142857142857	0
3549	cut	cap	first	R-MAT.50.10.87.gexf	50	318	10	4	[15, 15, 15, 15]	22	9	9.0	inf	3266	0	0	0	0	[22.0, 9.0]	R-MAT	50	10	87	gexf	18.3333333333333	2.03703703703704	0
3551	cut	cap	first	R-MAT.50.25.87.gexf	50	578	2	1	[21, 21, 21, 21]	58	43	43.0	inf	1718	0	0	0	0	[58.0, 43.0]	R-MAT	50	25	87	gexf	58	1.34883720930233	0.5
3552	cut	cap	first	R-MAT.50.25.87.gexf	50	578	3	2	[21, 21, 21, 21]	58	38	38.0	inf	664	0	0	0	0	[58.0, 38.0]	R-MAT	50	25	87	gexf	58	1.52631578947368	0.5
3553	cut	cap	first	R-MAT.50.25.87.gexf	50	578	5	3	[21, 21, 21, 21]	58	29	29.0	inf	1840	0	0	0	0	[58.0, 29.0]	R-MAT	50	25	87	gexf	58	2	0.5
3554	cut	cap	first	R-MAT.50.25.87.gexf	50	578	10	4	[21, 21, 21, 21]	58	14	16.0	14.0	1989	1	0	0	0	[58.0, 16.0, 14.0]	R-MAT	50	25	87	gexf	51.8571428571429	3.70408163265306	0.5
3556	cut	cap	first	R-MAT.50.5.88.gexf	50	194	2	1	[7, 7, 7, 7]	9	5	5.0	inf	3874	0	0	0	0	[9.0, 5.0]	R-MAT	50	5	88	gexf	9	1.8	0.5
3557	cut	cap	first	R-MAT.50.5.88.gexf	50	194	3	2	[7, 7, 7, 7]	9	4	4.0	inf	5180	0	0	0	0	[9.0, 4.0]	R-MAT	50	5	88	gexf	9	2.25	0.5
3558	cut	cap	first	R-MAT.50.5.88.gexf	50	194	5	3	[7, 7, 7, 7]	9	2	2.0	inf	5297	0	0	0	0	[9.0, 2.0]	R-MAT	50	5	88	gexf	7.5	3.75	0.5
3561	cut	cap	first	R-MAT.50.10.88.gexf	50	302	2	1	[14, 14, 14, 14]	27	20	20.0	inf	1392	0	0	0	0	[27.0, 20.0]	R-MAT	50	10	88	gexf	27	1.35	0.5
3562	cut	cap	first	R-MAT.50.10.88.gexf	50	302	3	2	[14, 14, 14, 14]	27	17	17.0	inf	1898	0	0	0	0	[27.0, 17.0]	R-MAT	50	10	88	gexf	27	1.58823529411765	0.5
3563	cut	cap	first	R-MAT.50.10.88.gexf	50	302	5	3	[14, 14, 14, 14]	27	11	11.0	inf	2042	0	0	0	0	[27.0, 11.0]	R-MAT	50	10	88	gexf	27	2.45454545454545	0.5
3564	cut	cap	first	R-MAT.50.10.88.gexf	50	302	10	4	[14, 14, 14, 14]	27	4	4.0	inf	3623	0	0	0	0	[27.0, 4.0]	R-MAT	50	10	88	gexf	19.25	4.8125	0.5
3566	cut	cap	first	R-MAT.50.25.88.gexf	50	550	2	1	[25, 25, 25, 25]	64	43	43.0	inf	327	0	0	0	0	[64.0, 43.0]	R-MAT	50	25	88	gexf	64	1.48837209302326	0.5
3567	cut	cap	first	R-MAT.50.25.88.gexf	50	550	3	2	[25, 25, 25, 25]	64	37	37.0	inf	551	0	0	0	0	[64.0, 37.0]	R-MAT	50	25	88	gexf	64	1.72972972972973	0.5
3568	cut	cap	first	R-MAT.50.25.88.gexf	50	550	5	3	[25, 25, 25, 25]	64	28	28.0	inf	1854	0	0	0	0	[64.0, 28.0]	R-MAT	50	25	88	gexf	63.6	2.27142857142857	0.5
3569	cut	cap	first	R-MAT.50.25.88.gexf	50	550	10	4	[25, 25, 25, 25]	64	16	16.0	inf	1456	0	0	0	0	[64.0, 16.0]	R-MAT	50	25	88	gexf	50.2857142857143	3.14285714285714	0.5
3571	cut	cap	first	R-MAT.50.5.89.gexf	50	196	2	1	[12, 12, 12, 12]	18	13	13.0	inf	2373	0	0	0	0	[18.0, 13.0]	R-MAT	50	5	89	gexf	18	1.38461538461538	0.5
3572	cut	cap	first	R-MAT.50.5.89.gexf	50	196	3	2	[12, 12, 12, 12]	18	11	11.0	inf	2992	0	0	0	0	[18.0, 11.0]	R-MAT	50	5	89	gexf	18	1.63636363636364	0.5
3573	cut	cap	first	R-MAT.50.5.89.gexf	50	196	5	3	[12, 12, 12, 12]	18	9	9.0	inf	4343	0	0	0	0	[18.0, 9.0]	R-MAT	50	5	89	gexf	18	2	0
3574	cut	cap	first	R-MAT.50.5.89.gexf	50	196	10	4	[12, 12, 12, 12]	18	4	4.0	inf	5214	0	0	0	0	[18.0, 4.0]	R-MAT	50	5	89	gexf	13.2	3.3	0
3576	cut	cap	first	R-MAT.50.10.89.gexf	50	316	2	1	[14, 14, 14, 14]	21	15	16.0	15.0	1310	1	0	0	0	[21.0, 16.0, 15.0]	R-MAT	50	10	89	gexf	21	1.4	0.5
3577	cut	cap	first	R-MAT.50.10.89.gexf	50	316	3	2	[14, 14, 14, 14]	21	13	14.0	13.0	2679	1	0	0	0	[21.0, 14.0, 13.0]	R-MAT	50	10	89	gexf	21	1.61538461538462	0.5
3578	cut	cap	first	R-MAT.50.10.89.gexf	50	316	5	3	[14, 14, 14, 14]	21	9	12.0	9.0	2943	2	0	0	0	[21.0, 12.0, 11.0, 9.0]	R-MAT	50	10	89	gexf	21	2.33333333333333	0.5
3579	cut	cap	first	R-MAT.50.10.89.gexf	50	316	10	4	[14, 14, 14, 14]	21	4	7.0	4.0	3190	3	0	0	0	[21.0, 7.0, 6.0, 5.0, 4.0]	R-MAT	50	10	89	gexf	16.5	4.125	0.5
3581	cut	cap	first	R-MAT.50.25.89.gexf	50	571	2	1	[25, 25, 25, 25]	81	59	59.0	inf	337	0	0	0	0	[81.0, 59.0]	R-MAT	50	25	89	gexf	81	1.3728813559322	0.5
3582	cut	cap	first	R-MAT.50.25.89.gexf	50	571	3	2	[25, 25, 25, 25]	81	52	52.0	inf	438	0	0	0	0	[81.0, 52.0]	R-MAT	50	25	89	gexf	81	1.55769230769231	0.5
3583	cut	cap	first	R-MAT.50.25.89.gexf	50	571	5	3	[25, 25, 25, 25]	81	39	39.0	inf	475	0	0	0	0	[81.0, 39.0]	R-MAT	50	25	89	gexf	81	2.07692307692308	0.5
3584	cut	cap	first	R-MAT.50.25.89.gexf	50	571	10	4	[25, 25, 25, 25]	81	18	18.0	inf	969	0	0	0	0	[81.0, 18.0]	R-MAT	50	25	89	gexf	70.7142857142857	3.92857142857143	0.5
3586	cut	cap	first	R-MAT.50.5.90.gexf	50	195	2	1	[9, 9, 9, 9]	16	8	11.0	8.0	1925	1	0	0	0	[16.0, 11.0, 8.0]	R-MAT	50	5	90	gexf	16	2	0.5
3587	cut	cap	first	R-MAT.50.5.90.gexf	50	195	3	2	[9, 9, 9, 9]	16	6	10.0	6.0	4065	1	0	0	0	[16.0, 10.0, 6.0]	R-MAT	50	5	90	gexf	14.6666666666667	2.44444444444444	0.5
3588	cut	cap	first	R-MAT.50.5.90.gexf	50	195	5	3	[9, 9, 9, 9]	16	4	8.0	4.0	4378	2	0	0	0	[16.0, 8.0, 5.0, 4.0]	R-MAT	50	5	90	gexf	12	3	0.5
3591	cut	cap	first	R-MAT.50.10.90.gexf	50	315	2	1	[14, 14, 14, 14]	29	19	19.0	inf	911	0	0	0	0	[29.0, 19.0]	R-MAT	50	10	90	gexf	29	1.52631578947368	0.5
3592	cut	cap	first	R-MAT.50.10.90.gexf	50	315	3	2	[14, 14, 14, 14]	29	15	15.0	inf	3123	0	0	0	0	[29.0, 15.0]	R-MAT	50	10	90	gexf	29	1.93333333333333	0.5
3593	cut	cap	first	R-MAT.50.10.90.gexf	50	315	5	3	[14, 14, 14, 14]	29	10	10.0	inf	2024	0	0	0	0	[29.0, 10.0]	R-MAT	50	10	90	gexf	28.5	2.85	0.5
3594	cut	cap	first	R-MAT.50.10.90.gexf	50	315	10	4	[14, 14, 14, 14]	29	4	4.0	inf	3602	0	0	0	0	[29.0, 4.0]	R-MAT	50	10	90	gexf	17.6	4.4	0.5
3596	cut	cap	first	R-MAT.50.25.90.gexf	50	571	2	1	[25, 25, 25, 25]	66	53	53.0	inf	1620	0	0	0	0	[66.0, 53.0]	R-MAT	50	25	90	gexf	66	1.24528301886792	0.5
3597	cut	cap	first	R-MAT.50.25.90.gexf	50	571	3	2	[25, 25, 25, 25]	66	48	48.0	inf	535	0	0	0	0	[66.0, 48.0]	R-MAT	50	25	90	gexf	66	1.375	0.5
3598	cut	cap	first	R-MAT.50.25.90.gexf	50	571	5	3	[25, 25, 25, 25]	66	41	41.0	inf	831	0	0	0	0	[66.0, 41.0]	R-MAT	50	25	90	gexf	66	1.60975609756098	0.5
3599	cut	cap	first	R-MAT.50.25.90.gexf	50	571	10	4	[25, 25, 25, 25]	66	26	26.0	inf	1273	0	0	0	0	[66.0, 26.0]	R-MAT	50	25	90	gexf	64.7777777777778	2.49145299145299	0.5
3601	cut	cap	first	R-MAT.50.5.91.gexf	50	199	2	1	[9, 9, 9, 9]	13	8	8.0	inf	2711	0	0	0	0	[13.0, 8.0]	R-MAT	50	5	91	gexf	13	1.625	0.5
3602	cut	cap	first	R-MAT.50.5.91.gexf	50	199	3	2	[9, 9, 9, 9]	13	6	6.0	inf	2878	0	0	0	0	[13.0, 6.0]	R-MAT	50	5	91	gexf	13	2.16666666666667	0.5
3603	cut	cap	first	R-MAT.50.5.91.gexf	50	199	5	3	[9, 9, 9, 9]	13	4	4.0	inf	4915	0	0	0	0	[13.0, 4.0]	R-MAT	50	5	91	gexf	12	3	0.5
3606	cut	cap	first	R-MAT.50.10.91.gexf	50	336	2	1	[15, 15, 15, 15]	27	18	18.0	inf	1620	0	0	0	0	[27.0, 18.0]	R-MAT	50	10	91	gexf	27	1.5	0.5
3607	cut	cap	first	R-MAT.50.10.91.gexf	50	336	3	2	[15, 15, 15, 15]	27	16	16.0	inf	1789	0	0	0	0	[27.0, 16.0]	R-MAT	50	10	91	gexf	27	1.6875	0.5
3608	cut	cap	first	R-MAT.50.10.91.gexf	50	336	5	3	[15, 15, 15, 15]	27	12	12.0	inf	1863	0	0	0	0	[27.0, 12.0]	R-MAT	50	10	91	gexf	25.2	2.1	0.5
3609	cut	cap	first	R-MAT.50.10.91.gexf	50	336	10	4	[15, 15, 15, 15]	27	7	7.0	inf	3237	0	0	0	0	[27.0, 7.0]	R-MAT	50	10	91	gexf	22	3.14285714285714	0
3611	cut	cap	first	R-MAT.50.25.91.gexf	50	557	2	1	[24, 24, 24, 24]	66	54	54.0	inf	466	0	0	0	0	[66.0, 54.0]	R-MAT	50	25	91	gexf	66	1.22222222222222	0.5
3612	cut	cap	first	R-MAT.50.25.91.gexf	50	557	3	2	[24, 24, 24, 24]	66	48	48.0	inf	615	0	0	0	0	[66.0, 48.0]	R-MAT	50	25	91	gexf	66	1.375	0.5
3613	cut	cap	first	R-MAT.50.25.91.gexf	50	557	5	3	[24, 24, 24, 24]	66	38	38.0	inf	682	0	0	0	0	[66.0, 38.0]	R-MAT	50	25	91	gexf	66	1.73684210526316	0.5
3614	cut	cap	first	R-MAT.50.25.91.gexf	50	557	10	4	[24, 24, 24, 24]	66	21	21.0	inf	1120	0	0	0	0	[66.0, 21.0]	R-MAT	50	25	91	gexf	66	3.14285714285714	0.5
3616	cut	cap	first	R-MAT.50.5.92.gexf	50	185	2	1	[12, 12, 12, 12]	15	10	11.0	10.0	2861	1	0	0	0	[15.0, 11.0, 10.0]	R-MAT	50	5	92	gexf	15	1.5	0.5
3617	cut	cap	first	R-MAT.50.5.92.gexf	50	185	3	2	[12, 12, 12, 12]	15	10	10.0	inf	4454	0	0	0	0	[15.0, 10.0]	R-MAT	50	5	92	gexf	15	1.5	0
3618	cut	cap	first	R-MAT.50.5.92.gexf	50	185	5	3	[12, 12, 12, 12]	15	8	8.0	inf	5014	0	0	0	0	[15.0, 8.0]	R-MAT	50	5	92	gexf	14.4	1.8	0
3619	cut	cap	first	R-MAT.50.5.92.gexf	50	185	10	4	[12, 12, 12, 12]	15	3	3.0	inf	5393	0	0	0	0	[15.0, 3.0]	R-MAT	50	5	92	gexf	12.2222222222222	4.07407407407407	0
3621	cut	cap	first	R-MAT.50.10.92.gexf	50	326	2	1	[14, 14, 14, 14]	23	14	14.0	inf	1361	0	0	0	0	[23.0, 14.0]	R-MAT	50	10	92	gexf	23	1.64285714285714	0.5
3622	cut	cap	first	R-MAT.50.10.92.gexf	50	326	3	2	[14, 14, 14, 14]	23	12	12.0	inf	1947	0	0	0	0	[23.0, 12.0]	R-MAT	50	10	92	gexf	23	1.91666666666667	0.5
3623	cut	cap	first	R-MAT.50.10.92.gexf	50	326	5	3	[14, 14, 14, 14]	23	9	9.0	inf	3286	0	0	0	0	[23.0, 9.0]	R-MAT	50	10	92	gexf	21	2.33333333333333	0.5
3624	cut	cap	first	R-MAT.50.10.92.gexf	50	326	10	4	[14, 14, 14, 14]	23	4	4.0	inf	3494	0	0	0	0	[23.0, 4.0]	R-MAT	50	10	92	gexf	15.7142857142857	3.92857142857143	0.5
3626	cut	cap	first	R-MAT.50.25.92.gexf	50	565	2	1	[22, 22, 22, 22]	82	61	61.0	inf	285	0	0	0	0	[82.0, 61.0]	R-MAT	50	25	92	gexf	82	1.34426229508197	0.5
3627	cut	cap	first	R-MAT.50.25.92.gexf	50	565	3	2	[22, 22, 22, 22]	82	51	51.0	inf	352	0	0	0	0	[82.0, 51.0]	R-MAT	50	25	92	gexf	82	1.6078431372549	0.5
3628	cut	cap	first	R-MAT.50.25.92.gexf	50	565	5	3	[22, 22, 22, 22]	82	39	39.0	inf	512	0	0	0	0	[82.0, 39.0]	R-MAT	50	25	92	gexf	82	2.1025641025641	0.5
3629	cut	cap	first	R-MAT.50.25.92.gexf	50	565	10	4	[22, 22, 22, 22]	82	19	19.0	inf	1249	0	0	0	0	[82.0, 19.0]	R-MAT	50	25	92	gexf	70.125	3.69078947368421	0.5
3631	cut	cap	first	R-MAT.50.5.93.gexf	50	185	2	1	[6, 6, 6, 6]	7	4	4.0	inf	5264	0	0	0	0	[7.0, 4.0]	R-MAT	50	5	93	gexf	7	1.75	0.5
3632	cut	cap	first	R-MAT.50.5.93.gexf	50	185	3	2	[6, 6, 6, 6]	7	3	3.0	inf	5390	0	0	0	0	[7.0, 3.0]	R-MAT	50	5	93	gexf	6.66666666666667	2.22222222222222	0.5
3633	cut	cap	first	R-MAT.50.5.93.gexf	50	185	5	3	[6, 6, 6, 6]	7	1	1.0	inf	5681	0	0	0	0	[7.0, 1.0]	R-MAT	50	5	93	gexf	6	6	0.5
3636	cut	cap	first	R-MAT.50.10.93.gexf	50	337	2	1	[18, 18, 18, 18]	28	21	21.0	inf	2649	0	0	0	0	[28.0, 21.0]	R-MAT	50	10	93	gexf	28	1.33333333333333	0.5
3637	cut	cap	first	R-MAT.50.10.93.gexf	50	337	3	2	[18, 18, 18, 18]	28	18	18.0	inf	1766	0	0	0	0	[28.0, 18.0]	R-MAT	50	10	93	gexf	28	1.55555555555556	0.5
3638	cut	cap	first	R-MAT.50.10.93.gexf	50	337	5	3	[18, 18, 18, 18]	28	14	14.0	inf	1889	0	0	0	0	[28.0, 14.0]	R-MAT	50	10	93	gexf	28	2	0.5
3639	cut	cap	first	R-MAT.50.10.93.gexf	50	337	10	4	[18, 18, 18, 18]	28	8	8.0	inf	3254	0	0	0	0	[28.0, 8.0]	R-MAT	50	10	93	gexf	24.75	3.09375	0.5
3641	cut	cap	first	R-MAT.50.25.93.gexf	50	581	2	1	[23, 23, 23, 23]	93	63	63.0	inf	213	0	0	0	0	[93.0, 63.0]	R-MAT	50	25	93	gexf	93	1.47619047619048	0.5
3642	cut	cap	first	R-MAT.50.25.93.gexf	50	581	3	2	[23, 23, 23, 23]	93	54	54.0	inf	310	0	0	0	0	[93.0, 54.0]	R-MAT	50	25	93	gexf	93	1.72222222222222	0.5
3643	cut	cap	first	R-MAT.50.25.93.gexf	50	581	5	3	[23, 23, 23, 23]	93	41	41.0	inf	447	0	0	0	0	[93.0, 41.0]	R-MAT	50	25	93	gexf	91.2	2.22439024390244	0
3644	cut	cap	first	R-MAT.50.25.93.gexf	50	581	10	4	[23, 23, 23, 23]	93	22	22.0	inf	1202	0	0	0	0	[93.0, 22.0]	R-MAT	50	25	93	gexf	67.5714285714286	3.07142857142857	0
3646	cut	cap	first	R-MAT.50.5.94.gexf	50	197	2	1	[10, 10, 10, 10]	15	10	12.0	10.0	2501	2	0	0	0	[15.0, 12.0, 11.0, 10.0]	R-MAT	50	5	94	gexf	15	1.5	0
3647	cut	cap	first	R-MAT.50.5.94.gexf	50	197	3	2	[10, 10, 10, 10]	15	8	11.0	8.0	2613	2	0	0	0	[15.0, 11.0, 10.0, 8.0]	R-MAT	50	5	94	gexf	14.6666666666667	1.83333333333333	0
3648	cut	cap	first	R-MAT.50.5.94.gexf	50	197	5	3	[10, 10, 10, 10]	15	9	9.0	inf	4199	0	0	0	0	[15.0, 9.0]	R-MAT	50	5	94	gexf	13.2	1.46666666666667	0
3651	cut	cap	first	R-MAT.50.10.94.gexf	50	321	2	1	[14, 14, 14, 14]	23	16	16.0	inf	2745	0	0	0	0	[23.0, 16.0]	R-MAT	50	10	94	gexf	23	1.4375	0.5
3652	cut	cap	first	R-MAT.50.10.94.gexf	50	321	3	2	[14, 14, 14, 14]	23	14	14.0	inf	2298	0	0	0	0	[23.0, 14.0]	R-MAT	50	10	94	gexf	23	1.64285714285714	0.5
3653	cut	cap	first	R-MAT.50.10.94.gexf	50	321	5	3	[14, 14, 14, 14]	23	10	11.0	10.0	2352	1	0	0	0	[23.0, 11.0, 10.0]	R-MAT	50	10	94	gexf	21.6	2.16	0.5
3654	cut	cap	first	R-MAT.50.10.94.gexf	50	321	10	4	[14, 14, 14, 14]	23	4	6.0	4.0	3303	2	0	0	0	[23.0, 6.0, 5.0, 4.0]	R-MAT	50	10	94	gexf	17.6	4.4	0.5
3656	cut	cap	first	R-MAT.50.25.94.gexf	50	565	2	1	[26, 26, 26, 26]	72	55	55.0	inf	400	0	0	0	0	[72.0, 55.0]	R-MAT	50	25	94	gexf	72	1.30909090909091	0.5
3657	cut	cap	first	R-MAT.50.25.94.gexf	50	565	3	2	[26, 26, 26, 26]	72	49	49.0	inf	460	0	0	0	0	[72.0, 49.0]	R-MAT	50	25	94	gexf	72	1.46938775510204	0.5
3658	cut	cap	first	R-MAT.50.25.94.gexf	50	565	5	3	[26, 26, 26, 26]	72	40	40.0	inf	838	0	0	0	0	[72.0, 40.0]	R-MAT	50	25	94	gexf	72	1.8	0.5
3659	cut	cap	first	R-MAT.50.25.94.gexf	50	565	10	4	[26, 26, 26, 26]	72	22	22.0	inf	1520	0	0	0	0	[72.0, 22.0]	R-MAT	50	25	94	gexf	67.2222222222222	3.05555555555556	0.5
3661	cut	cap	first	R-MAT.50.5.95.gexf	50	187	2	1	[7, 7, 7, 7]	12	7	7.0	inf	3152	0	0	0	0	[12.0, 7.0]	R-MAT	50	5	95	gexf	12	1.71428571428571	0.5
3662	cut	cap	first	R-MAT.50.5.95.gexf	50	187	3	2	[7, 7, 7, 7]	12	5	5.0	inf	3955	0	0	0	0	[12.0, 5.0]	R-MAT	50	5	95	gexf	12	2.4	0.5
3663	cut	cap	first	R-MAT.50.5.95.gexf	50	187	5	3	[7, 7, 7, 7]	12	3	3.0	inf	5450	0	0	0	0	[12.0, 3.0]	R-MAT	50	5	95	gexf	9	3	0
3666	cut	cap	first	R-MAT.50.10.95.gexf	50	324	2	1	[16, 16, 16, 16]	23	16	16.0	inf	1828	0	0	0	0	[23.0, 16.0]	R-MAT	50	10	95	gexf	23	1.4375	0.5
3667	cut	cap	first	R-MAT.50.10.95.gexf	50	324	3	2	[16, 16, 16, 16]	23	14	14.0	inf	2825	0	0	0	0	[23.0, 14.0]	R-MAT	50	10	95	gexf	23	1.64285714285714	0.5
3668	cut	cap	first	R-MAT.50.10.95.gexf	50	324	5	3	[16, 16, 16, 16]	23	12	12.0	inf	2973	0	0	0	0	[23.0, 12.0]	R-MAT	50	10	95	gexf	22.8	1.9	0.5
3669	cut	cap	first	R-MAT.50.10.95.gexf	50	324	10	4	[16, 16, 16, 16]	23	7	7.0	inf	3196	0	0	0	0	[23.0, 7.0]	R-MAT	50	10	95	gexf	19.25	2.75	0
3671	cut	cap	first	R-MAT.50.25.95.gexf	50	573	2	1	[27, 27, 27, 27]	71	52	52.0	inf	1670	0	0	0	0	[71.0, 52.0]	R-MAT	50	25	95	gexf	71	1.36538461538462	0.5
3672	cut	cap	first	R-MAT.50.25.95.gexf	50	573	3	2	[27, 27, 27, 27]	71	45	45.0	inf	459	0	0	0	0	[71.0, 45.0]	R-MAT	50	25	95	gexf	71	1.57777777777778	0.5
3673	cut	cap	first	R-MAT.50.25.95.gexf	50	573	5	3	[27, 27, 27, 27]	71	35	35.0	inf	548	0	0	0	0	[71.0, 35.0]	R-MAT	50	25	95	gexf	71	2.02857142857143	0.5
3674	cut	cap	first	R-MAT.50.25.95.gexf	50	573	10	4	[27, 27, 27, 27]	71	22	22.0	inf	1536	0	0	0	0	[71.0, 22.0]	R-MAT	50	25	95	gexf	61.875	2.8125	0.5
3676	cut	cap	first	R-MAT.50.5.96.gexf	50	195	2	1	[7, 7, 7, 7]	7	5	5.0	inf	4991	0	0	0	0	[7.0, 5.0]	R-MAT	50	5	96	gexf	7	1.4	0.5
3677	cut	cap	first	R-MAT.50.5.96.gexf	50	195	3	2	[7, 7, 7, 7]	7	4	4.0	inf	5038	0	0	0	0	[7.0, 4.0]	R-MAT	50	5	96	gexf	7	1.75	0.5
3678	cut	cap	first	R-MAT.50.5.96.gexf	50	195	5	3	[7, 7, 7, 7]	7	2	2.0	inf	5213	0	0	0	0	[7.0, 2.0]	R-MAT	50	5	96	gexf	7	3.5	0.5
3681	cut	cap	first	R-MAT.50.10.96.gexf	50	330	2	1	[14, 14, 14, 14]	25	18	18.0	inf	1293	0	0	0	0	[25.0, 18.0]	R-MAT	50	10	96	gexf	25	1.38888888888889	0.5
3682	cut	cap	first	R-MAT.50.10.96.gexf	50	330	3	2	[14, 14, 14, 14]	25	15	15.0	inf	1320	0	0	0	0	[25.0, 15.0]	R-MAT	50	10	96	gexf	25	1.66666666666667	0.5
3683	cut	cap	first	R-MAT.50.10.96.gexf	50	330	5	3	[14, 14, 14, 14]	25	11	11.0	inf	2332	0	0	0	0	[25.0, 11.0]	R-MAT	50	10	96	gexf	25	2.27272727272727	0.5
3684	cut	cap	first	R-MAT.50.10.96.gexf	50	330	10	4	[14, 14, 14, 14]	25	5	5.0	inf	3354	0	0	0	0	[25.0, 5.0]	R-MAT	50	10	96	gexf	19.25	3.85	0
3686	cut	cap	first	R-MAT.50.25.96.gexf	50	563	2	1	[22, 22, 22, 22]	82	58	58.0	inf	351	0	0	0	0	[82.0, 58.0]	R-MAT	50	25	96	gexf	82	1.41379310344828	0.5
3687	cut	cap	first	R-MAT.50.25.96.gexf	50	563	3	2	[22, 22, 22, 22]	82	51	51.0	inf	1589	0	0	0	0	[82.0, 51.0]	R-MAT	50	25	96	gexf	82	1.6078431372549	0.5
3688	cut	cap	first	R-MAT.50.25.96.gexf	50	563	5	3	[22, 22, 22, 22]	82	40	40.0	inf	827	0	0	0	0	[82.0, 40.0]	R-MAT	50	25	96	gexf	80.4	2.01	0.5
3689	cut	cap	first	R-MAT.50.25.96.gexf	50	563	10	4	[22, 22, 22, 22]	82	20	22.0	20.0	908	1	0	0	0	[82.0, 22.0, 20.0]	R-MAT	50	25	96	gexf	70.125	3.50625	0.5
3691	cut	cap	first	R-MAT.50.5.97.gexf	50	188	2	1	[8, 8, 8, 8]	8	6	6.0	inf	4799	0	0	0	0	[8.0, 6.0]	R-MAT	50	5	97	gexf	8	1.33333333333333	0.5
3692	cut	cap	first	R-MAT.50.5.97.gexf	50	188	3	2	[8, 8, 8, 8]	8	5	5.0	inf	4968	0	0	0	0	[8.0, 5.0]	R-MAT	50	5	97	gexf	8	1.6	0
3693	cut	cap	first	R-MAT.50.5.97.gexf	50	188	5	3	[8, 8, 8, 8]	8	3	3.0	inf	5297	0	0	0	0	[8.0, 3.0]	R-MAT	50	5	97	gexf	8	2.66666666666667	0.5
3696	cut	cap	first	R-MAT.50.10.97.gexf	50	320	2	1	[14, 14, 14, 14]	27	17	17.0	inf	1060	0	0	0	0	[27.0, 17.0]	R-MAT	50	10	97	gexf	27	1.58823529411765	0.5
3697	cut	cap	first	R-MAT.50.10.97.gexf	50	320	3	2	[14, 14, 14, 14]	27	15	15.0	inf	2775	0	0	0	0	[27.0, 15.0]	R-MAT	50	10	97	gexf	27	1.8	0.5
3698	cut	cap	first	R-MAT.50.10.97.gexf	50	320	5	3	[14, 14, 14, 14]	27	11	11.0	inf	2951	0	0	0	0	[27.0, 11.0]	R-MAT	50	10	97	gexf	25.2	2.29090909090909	0.5
3699	cut	cap	first	R-MAT.50.10.97.gexf	50	320	10	4	[14, 14, 14, 14]	27	5	5.0	inf	3393	0	0	0	0	[27.0, 5.0]	R-MAT	50	10	97	gexf	19.8	3.96	0
3701	cut	cap	first	R-MAT.50.25.97.gexf	50	581	2	1	[23, 23, 23, 23]	67	50	50.0	inf	1613	0	0	0	0	[67.0, 50.0]	R-MAT	50	25	97	gexf	67	1.34	0.5
3702	cut	cap	first	R-MAT.50.25.97.gexf	50	581	3	2	[23, 23, 23, 23]	67	44	44.0	inf	453	0	0	0	0	[67.0, 44.0]	R-MAT	50	25	97	gexf	67	1.52272727272727	0.5
3703	cut	cap	first	R-MAT.50.25.97.gexf	50	581	5	3	[23, 23, 23, 23]	67	36	36.0	inf	828	0	0	0	0	[67.0, 36.0]	R-MAT	50	25	97	gexf	67	1.86111111111111	0.5
